"Location","Type","Place","Duration","Day","obj"
"Basin","PIR","Bathroom",0.6,"Wed","Bathroom Basin"
"Door","PIR","Bedroom",0.067,"Wed","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Wed","Bedroom Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Door","PIR","Living",0.05,"Wed","Living Door"
"Basin","PIR","Bathroom",1.583,"Wed","Bathroom Basin"
"Door","PIR","Bedroom",0.083,"Thu","Bedroom Door"
"Bed","Pressure","Bedroom",57.15,"Thu","Bedroom Bed"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Basin","PIR","Bathroom",0.3,"Thu","Bathroom Basin"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Bed","Pressure","Bedroom",514.167,"Thu","Bedroom Bed"
"Door","PIR","Bedroom",0.033,"Thu","Bedroom Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.033,"Thu","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.033,"Thu","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.067,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.117,"Thu","Kitchen Door"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Toilet","Flush","Bathroom",6.35,"Thu","Bathroom Toilet"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Basin","PIR","Bathroom",0.4,"Thu","Bathroom Basin"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Basin","PIR","Bathroom",0.7,"Thu","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Basin","PIR","Bathroom",5.517,"Thu","Bathroom Basin"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Basin","PIR","Bathroom",1.067,"Thu","Bathroom Basin"
"Toilet","Flush","Bathroom",1.283,"Thu","Bathroom Toilet"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Thu","Bedroom Door"
"Maindoor","Magnetic","Entrance",0.067,"Thu","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.083,"Thu","Entrance Maindoor"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.167,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Bedroom",0.117,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Living",0.1,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Seat","Pressure","Living",22.55,"Thu","Living Seat"
"Door","PIR","Living",0.217,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.083,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.3,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Toilet","Flush","Bathroom",5.567,"Thu","Bathroom Toilet"
"Basin","PIR","Bathroom",0.2,"Thu","Bathroom Basin"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Seat","Pressure","Living",115.683,"Thu","Living Seat"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.367,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.133,"Thu","Kitchen Door"
"Door","PIR","Living",0.1,"Thu","Living Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Seat","Pressure","Living",50.383,"Thu","Living Seat"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Seat","Pressure","Living",80.117,"Thu","Living Seat"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Toilet","Flush","Bathroom",1.167,"Thu","Bathroom Toilet"
"Basin","PIR","Bathroom",0.05,"Thu","Bathroom Basin"
"Door","PIR","Bedroom",0.083,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Thu","Bedroom Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Seat","Pressure","Living",28.833,"Thu","Living Seat"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.067,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.017,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.15,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Living",0.083,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.083,"Thu","Kitchen Fridge"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Thu","Bedroom Door"
"Door","PIR","Living",0.05,"Thu","Living Door"
"Door","PIR","Living",0.033,"Thu","Living Door"
"Door","PIR","Kitchen",0.05,"Thu","Kitchen Door"
"Door","PIR","Kitchen",0.083,"Thu","Kitchen Door"
"Door","PIR","Living",0.067,"Thu","Living Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Toilet","Flush","Bathroom",0.867,"Fri","Bathroom Toilet"
"Door","PIR","Bedroom",0.083,"Fri","Bedroom Door"
"Bed","Pressure","Bedroom",359.017,"Fri","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.083,"Fri","Bedroom Door"
"Bed","Pressure","Bedroom",95.033,"Fri","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Toilet","Flush","Bathroom",5.85,"Fri","Bathroom Toilet"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Basin","PIR","Bathroom",1.55,"Fri","Bathroom Basin"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.017,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.05,"Fri","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.033,"Fri","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.167,"Fri","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.167,"Fri","Kitchen Fridge"
"Cupboard","Magnetic","Kitchen",0.133,"Fri","Kitchen Cupboard"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Bedroom",0.067,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.117,"Fri","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Basin","PIR","Bathroom",4.183,"Fri","Bathroom Basin"
"Shower","PIR","Bathroom",3.467,"Fri","Bathroom Shower"
"Basin","PIR","Bathroom",0.683,"Fri","Bathroom Basin"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Seat","Pressure","Living",21.167,"Fri","Living Seat"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Basin","PIR","Bathroom",4.233,"Fri","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Fri","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Fri","Bedroom Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.033,"Fri","Living Door"
"Door","PIR","Kitchen",0.017,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Toilet","Flush","Bathroom",0.933,"Fri","Bathroom Toilet"
"Basin","PIR","Bathroom",0.667,"Fri","Bathroom Basin"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Seat","Pressure","Living",97.7,"Fri","Living Seat"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.083,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Living",0.083,"Fri","Living Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.083,"Fri","Kitchen Fridge"
"Fridge","Magnetic","Kitchen",0.067,"Fri","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Living",0.1,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Seat","Pressure","Living",127.7,"Fri","Living Seat"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.217,"Fri","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Toilet","Flush","Bathroom",1.867,"Fri","Bathroom Toilet"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Seat","Pressure","Living",151.683,"Fri","Living Seat"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.017,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Seat","Pressure","Living",104.5,"Fri","Living Seat"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Kitchen",0.067,"Fri","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.2,"Fri","Kitchen Fridge"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Kitchen",0.067,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Door","PIR","Living",0.067,"Fri","Living Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Fri","Kitchen Door"
"Door","PIR","Living",0.05,"Fri","Living Door"
"Seat","Pressure","Living",683.217,"Fri","Living Seat"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Basin","PIR","Bathroom",1.1,"Sat","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Toilet","Flush","Bathroom",0.95,"Sat","Bathroom Toilet"
"Basin","PIR","Bathroom",0.05,"Sat","Bathroom Basin"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Bed","Pressure","Bedroom",561.7,"Sat","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Toilet","Flush","Bathroom",0.967,"Sat","Bathroom Toilet"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Basin","PIR","Bathroom",2.433,"Sat","Bathroom Basin"
"Shower","PIR","Bathroom",6.517,"Sat","Bathroom Shower"
"Basin","PIR","Bathroom",2.567,"Sat","Bathroom Basin"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Basin","PIR","Bathroom",0.067,"Sat","Bathroom Basin"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.333,"Sat","Living Door"
"Door","PIR","Bedroom",0.067,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.317,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Maindoor","Magnetic","Entrance",0.1,"Sat","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.1,"Sat","Entrance Maindoor"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sat","Bedroom Door"
"Toilet","Flush","Bathroom",1.067,"Sat","Bathroom Toilet"
"Door","PIR","Living",0.083,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",1.9,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Living",0.083,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.017,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Kitchen",0.017,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.083,"Sat","Kitchen Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.017,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.067,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.683,"Sat","Living Door"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.133,"Sat","Living Door"
"Door","PIR","Kitchen",0.067,"Sat","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.217,"Sat","Kitchen Fridge"
"Door","PIR","Kitchen",0.05,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Toilet","Flush","Bathroom",0.95,"Sat","Bathroom Toilet"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Seat","Pressure","Living",102.35,"Sat","Living Seat"
"Door","PIR","Living",0.033,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Basin","PIR","Bathroom",0.067,"Sat","Bathroom Basin"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.05,"Sat","Living Door"
"Door","PIR","Living",0.017,"Sat","Living Door"
"Door","PIR","Bedroom",0.05,"Sat","Bedroom Door"
"Door","PIR","Bedroom",0.017,"Sat","Bedroom Door"
"Door","PIR","Kitchen",0.017,"Sat","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sat","Kitchen Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Door","PIR","Living",0.067,"Sat","Living Door"
"Maindoor","Magnetic","Entrance",0.033,"Sat","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.1,"Sun","Entrance Maindoor"
"Door","PIR","Kitchen",0.1,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sun","Bedroom Door"
"Basin","PIR","Bathroom",1.283,"Sun","Bathroom Basin"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Toilet","Flush","Bathroom",0.75,"Sun","Bathroom Toilet"
"Door","PIR","Living",0.083,"Sun","Living Door"
"Door","PIR","Living",0.033,"Sun","Living Door"
"Door","PIR","Bedroom",0.067,"Sun","Bedroom Door"
"Bed","Pressure","Bedroom",457.15,"Sun","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Toilet","Flush","Bathroom",0.933,"Sun","Bathroom Toilet"
"Door","PIR","Bedroom",0.283,"Sun","Bedroom Door"
"Bed","Pressure","Bedroom",49.5,"Sun","Bedroom Bed"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Toilet","Flush","Bathroom",1.333,"Sun","Bathroom Toilet"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.033,"Sun","Living Door"
"Door","PIR","Bedroom",0.15,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Sun","Bedroom Door"
"Door","PIR","Kitchen",0.1,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.25,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Sun","Bedroom Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.483,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.483,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.033,"Sun","Living Door"
"Door","PIR","Bedroom",0.05,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.033,"Sun","Bedroom Door"
"Toilet","Flush","Bathroom",1.35,"Sun","Bathroom Toilet"
"Basin","PIR","Bathroom",13.583,"Sun","Bathroom Basin"
"Door","PIR","Bedroom",0.083,"Sun","Bedroom Door"
"Door","PIR","Bedroom",0.067,"Sun","Bedroom Door"
"Basin","PIR","Bathroom",0.2,"Sun","Bathroom Basin"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.183,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Fridge","Magnetic","Kitchen",0.083,"Sun","Kitchen Fridge"
"Door","PIR","Kitchen",0.683,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.05,"Sun","Kitchen Door"
"Maindoor","Magnetic","Entrance",0.2,"Sun","Entrance Maindoor"
"Maindoor","Magnetic","Entrance",0.05,"Sun","Entrance Maindoor"
"Door","PIR","Kitchen",0.083,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.117,"Sun","Kitchen Door"
"Door","PIR","Living",0.067,"Sun","Living Door"
"Door","PIR","Living",0.033,"Sun","Living Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Kitchen",0.033,"Sun","Kitchen Door"
"Door","PIR","Living",0.05,"Sun","Living Door"
